Gene stable ID,NCBI gene (formerly Entrezgene) ID
ENSMUSG00002076470,
ENSMUSG00000119029,115486007
ENSMUSG00000100292,
ENSMUSG00000076052,723941
ENSMUSG00000101081,
ENSMUSG00002075156,
ENSMUSG00000022678,67203
ENSMUSG00000113317,
ENSMUSG00000099815,
ENSMUSG00000105849,723862
ENSMUSG00000065570,723913
ENSMUSG00000065561,723933
ENSMUSG00000118404,
ENSMUSG00000065497,723863
ENSMUSG00000035142,76826
ENSMUSG00000101525,
ENSMUSG00000117820,
ENSMUSG00000095148,100041362
ENSMUSG00000024812,21873
ENSMUSG00000101707,
ENSMUSG00000101055,
ENSMUSG00000096686,108168638
ENSMUSG00000099505,
ENSMUSG00000102039,
ENSMUSG00000101479,
ENSMUSG00000100939,101056194
ENSMUSG00000100262,
ENSMUSG00000100453,
ENSMUSG00000100858,
ENSMUSG00000099965,
ENSMUSG00000100948,
ENSMUSG00000118447,
ENSMUSG00000100961,
ENSMUSG00000100806,
ENSMUSG00000093351,100499517
ENSMUSG00000113711,
ENSMUSG00000101521,
ENSMUSG00000113625,
ENSMUSG00000021242,67963
ENSMUSG00000094081,100040160
ENSMUSG00000101181,
ENSMUSG00000100645,101056210
ENSMUSG00000100124,
ENSMUSG00000113217,
ENSMUSG00000101956,
ENSMUSG00000044322,13505
ENSMUSG00000101351,
ENSMUSG00000021241,74316
ENSMUSG00000100412,
ENSMUSG00000102026,
ENSMUSG00000099800,
ENSMUSG00000099861,
ENSMUSG00000095324,108168578
ENSMUSG00000101616,
ENSMUSG00000100258,
ENSMUSG00000101229,
ENSMUSG00000101456,
ENSMUSG00000035133,11855
ENSMUSG00000103618,
ENSMUSG00000101928,105247282
ENSMUSG00000100239,
ENSMUSG00000100460,
ENSMUSG00000101331,
ENSMUSG00000101366,
ENSMUSG00000101142,
ENSMUSG00000100047,
ENSMUSG00000100933,
ENSMUSG00000100804,
ENSMUSG00000101672,
ENSMUSG00000099939,
ENSMUSG00000100491,
ENSMUSG00000099566,
ENSMUSG00000119273,115488100
ENSMUSG00000119013,115488101
ENSMUSG00000101053,100039753
ENSMUSG00000113934,
ENSMUSG00000061603,238161
ENSMUSG00000065256,115488233
ENSMUSG00000002489,21844
ENSMUSG00000052075,66479
ENSMUSG00000101732,
ENSMUSG00000099904,
ENSMUSG00000099523,
ENSMUSG00000100542,
ENSMUSG00000101095,
ENSMUSG00000118277,
ENSMUSG00000059363,14297
ENSMUSG00000100463,
ENSMUSG00000113753,
ENSMUSG00000100661,
ENSMUSG00000113405,
ENSMUSG00000100571,
ENSMUSG00000113469,
ENSMUSG00000100049,
ENSMUSG00000033063,238680
ENSMUSG00000100477,
ENSMUSG00000099439,
ENSMUSG00000095032,100861899
ENSMUSG00000099372,
ENSMUSG00000101699,
ENSMUSG00000095242,108168637
ENSMUSG00000100742,
ENSMUSG00000100730,
ENSMUSG00000094838,100040187
ENSMUSG00000101319,
ENSMUSG00000082107,
ENSMUSG00000100015,
ENSMUSG00000101842,
ENSMUSG00000024867,18719
ENSMUSG00000101871,
ENSMUSG00000100919,
ENSMUSG00000034774,211924
ENSMUSG00000101123,
ENSMUSG00000047094,218165
ENSMUSG00000100368,
ENSMUSG00000103330,
ENSMUSG00000104505,
ENSMUSG00000112251,
ENSMUSG00000119139,115488032
ENSMUSG00000021010,27386
ENSMUSG00000102251,
ENSMUSG00000102835,
ENSMUSG00000103943,
ENSMUSG00000102624,
ENSMUSG00000102138,
ENSMUSG00000069441,13510
ENSMUSG00000102582,
ENSMUSG00000103666,
ENSMUSG00000041817,320557
ENSMUSG00000102392,
ENSMUSG00000035105,112407
ENSMUSG00000095172,100040022
ENSMUSG00000102265,
ENSMUSG00000103234,
ENSMUSG00000102288,
ENSMUSG00000064605,
ENSMUSG00000094829,
ENSMUSG00002076688,
ENSMUSG00000112204,
ENSMUSG00000114047,
ENSMUSG00000102867,
ENSMUSG00000102968,
ENSMUSG00000061928,225256
ENSMUSG00000002020,16997
ENSMUSG00000103796,
ENSMUSG00000102552,
ENSMUSG00000102195,
ENSMUSG00000104506,
ENSMUSG00000074922,68034
ENSMUSG00000048572,226040
ENSMUSG00002074919,
ENSMUSG00000102913,
ENSMUSG00000103664,
ENSMUSG00000041731,226041
ENSMUSG00000103005,
ENSMUSG00000103752,
ENSMUSG00000114248,
ENSMUSG00000102551,
ENSMUSG00000114215,
ENSMUSG00000103365,
ENSMUSG00000114198,
ENSMUSG00000103829,
ENSMUSG00000057762,
ENSMUSG00000053644,110695
ENSMUSG00000114322,
ENSMUSG00000060739,59050
ENSMUSG00000103689,
ENSMUSG00000097950,
ENSMUSG00000094294,100862371
ENSMUSG00000094294,108168554
ENSMUSG00000094294,108168629
ENSMUSG00000117934,
ENSMUSG00000058927,
ENSMUSG00000051490,14237
ENSMUSG00000093848,100041223
ENSMUSG00000021359,21418
ENSMUSG00000102429,
ENSMUSG00000049134,18175
ENSMUSG00000102849,
ENSMUSG00000102513,
ENSMUSG00000116536,
ENSMUSG00000116553,
ENSMUSG00000102966,
ENSMUSG00000116829,
ENSMUSG00000022982,20655
ENSMUSG00000104425,
ENSMUSG00000102146,
ENSMUSG00000102159,
ENSMUSG00000102506,
ENSMUSG00000102826,
ENSMUSG00000022983,224432
ENSMUSG00000053211,22767
ENSMUSG00000069053,22202
ENSMUSG00000113079,
ENSMUSG00000114936,
ENSMUSG00000092006,
ENSMUSG00000097752,102633805
ENSMUSG00000113551,
ENSMUSG00000017843,26931
ENSMUSG00000113301,
ENSMUSG00000113911,
ENSMUSG00000113388,
ENSMUSG00000113207,544944
ENSMUSG00000114065,
ENSMUSG00000101107,
ENSMUSG00000041138,73412
ENSMUSG00000101666,
ENSMUSG00000056673,20592
ENSMUSG00000116849,
ENSMUSG00000053414,26559
ENSMUSG00000118186,
ENSMUSG00000099196,102465790
ENSMUSG00000001804,16769
ENSMUSG00000117480,
ENSMUSG00000008301,56698
ENSMUSG00000084161,
ENSMUSG00000095152,
ENSMUSG00000032900,67343
ENSMUSG00000088050,
ENSMUSG00000081197,
ENSMUSG00000081718,
ENSMUSG00000056380,14765
ENSMUSG00000084147,
ENSMUSG00000082594,
ENSMUSG00000046119,
ENSMUSG00000082337,
ENSMUSG00000064471,115488693
ENSMUSG00000116591,
ENSMUSG00000085489,
ENSMUSG00000117812,
ENSMUSG00000022978,66578
ENSMUSG00000118275,
ENSMUSG00000024590,16906
ENSMUSG00000083411,
ENSMUSG00000084061,
ENSMUSG00000073257,100042109
ENSMUSG00000113709,
ENSMUSG00000113618,
ENSMUSG00000047462,319293
ENSMUSG00000039956,77037
ENSMUSG00000063905,
ENSMUSG00000113008,
ENSMUSG00000113661,
ENSMUSG00000113482,
ENSMUSG00000113381,
ENSMUSG00002076267,
ENSMUSG00000082322,
ENSMUSG00000085060,
ENSMUSG00000113118,
ENSMUSG00000081689,
ENSMUSG00000053101,353346
ENSMUSG00000096311,
ENSMUSG00000073131,67048
ENSMUSG00000039929,207932
ENSMUSG00000032656,320253
ENSMUSG00000113542,
ENSMUSG00000113641,
ENSMUSG00000113461,
ENSMUSG00000113513,
ENSMUSG00000117836,
ENSMUSG00000113712,
ENSMUSG00000114226,
ENSMUSG00000114314,
ENSMUSG00000117784,
ENSMUSG00000056632,13512
ENSMUSG00000114793,
ENSMUSG00000071294,
ENSMUSG00000021322,27052
ENSMUSG00000073255,100042144
ENSMUSG00000075874,
ENSMUSG00002076920,
ENSMUSG00000069049,26908
ENSMUSG00000113702,
ENSMUSG00000113662,
ENSMUSG00000042350,68497
ENSMUSG00000085989,
ENSMUSG00000085325,
ENSMUSG00000041380,15560
ENSMUSG00000018830,17880
ENSMUSG00000114489,
ENSMUSG00000099876,
ENSMUSG00000095847,108168114
ENSMUSG00000087597,
ENSMUSG00000114070,
ENSMUSG00000068457,22290
ENSMUSG00000114374,
ENSMUSG00000117917,
ENSMUSG00002076378,
ENSMUSG00000024592,77422
ENSMUSG00000042869,258528
ENSMUSG00000021666,320806
ENSMUSG00000118050,
ENSMUSG00000118177,
ENSMUSG00000044393,13511
ENSMUSG00000056537,19820
ENSMUSG00000077767,100303736
ENSMUSG00000085595,102633478
ENSMUSG00000092879,104797221
ENSMUSG00000080825,
ENSMUSG00000061808,22139
ENSMUSG00000076458,791081
ENSMUSG00000024878,226043
ENSMUSG00000064876,115489176
ENSMUSG00000093039,100526529
ENSMUSG00000073130,
ENSMUSG00000091449,
ENSMUSG00000056124,56386
ENSMUSG00000079645,
ENSMUSG00000018707,13424
ENSMUSG00000077199,115486090
ENSMUSG00000093122,100526460
ENSMUSG00000080331,100526462
ENSMUSG00002076103,
ENSMUSG00000084713,
ENSMUSG00000065450,723914
ENSMUSG00000094759,100039467
ENSMUSG00000024593,70417
ENSMUSG00000119558,100526521
ENSMUSG00002075381,
ENSMUSG00000025076,12369
ENSMUSG00000033361,208748
ENSMUSG00000046449,245555
ENSMUSG00000052085,76088
ENSMUSG00000076286,751535
ENSMUSG00000053593,
ENSMUSG00000031289,16165
ENSMUSG00000118230,
ENSMUSG00000118343,
ENSMUSG00000033382,75964
ENSMUSG00000090327,
ENSMUSG00000056508,66323
ENSMUSG00002075089,
ENSMUSG00000021243,73736
ENSMUSG00000005864,12789
ENSMUSG00000069045,26900
ENSMUSG00000033343,17140
ENSMUSG00000065634,115486082
ENSMUSG00000114356,
ENSMUSG00000032702,107351
ENSMUSG00000031333,11306
ENSMUSG00000021270,15519
ENSMUSG00000101059,
ENSMUSG00000099809,
ENSMUSG00000069044,107868
ENSMUSG00000118238,
ENSMUSG00000064843,115489069
ENSMUSG00000117720,
ENSMUSG00002076630,
ENSMUSG00000024837,50796
ENSMUSG00000033107,67664
ENSMUSG00000083327,
ENSMUSG00000082996,
ENSMUSG00000073016,331487
ENSMUSG00000042372,240590
ENSMUSG00000024317,56515
ENSMUSG00000048138,226049
ENSMUSG00000031340,14404
ENSMUSG00000022677,66086
ENSMUSG00000077793,115489306
ENSMUSG00000115415,
ENSMUSG00000100842,
ENSMUSG00000098105,
ENSMUSG00000115205,
ENSMUSG00000101947,
ENSMUSG00000084589,
ENSMUSG00000118005,
ENSMUSG00000101588,
ENSMUSG00000100619,
ENSMUSG00000036061,71726
ENSMUSG00000117707,
ENSMUSG00000100877,
ENSMUSG00000100576,
ENSMUSG00000117803,
ENSMUSG00000100326,
ENSMUSG00000100356,
ENSMUSG00000025078,66866
ENSMUSG00000101443,
ENSMUSG00000000103,22768
ENSMUSG00000065542,723894
ENSMUSG00000070138,723919
ENSMUSG00000043453,236852
ENSMUSG00000085612,
ENSMUSG00000116025,
ENSMUSG00000039903,70967
ENSMUSG00000068114,76457
ENSMUSG00000033906,108672
ENSMUSG00000020593,14245
ENSMUSG00000099614,
ENSMUSG00000114682,
ENSMUSG00000099973,
ENSMUSG00000035283,11554
ENSMUSG00000024313,17288
ENSMUSG00000099888,
ENSMUSG00000100445,
ENSMUSG00000035173,213993
ENSMUSG00000102072,
ENSMUSG00000101290,
ENSMUSG00000100103,
ENSMUSG00000089171,
ENSMUSG00000083049,
ENSMUSG00002075837,
ENSMUSG00000031224,272790
ENSMUSG00000102120,
ENSMUSG00000099445,
ENSMUSG00000094881,547210
ENSMUSG00000081703,622098
ENSMUSG00000099748,
ENSMUSG00000088960,115489197
ENSMUSG00000087491,
ENSMUSG00000069036,21674
ENSMUSG00000101064,
ENSMUSG00000031343,14396
ENSMUSG00000021665,15212
ENSMUSG00000095573,100042840
ENSMUSG00000062962,
ENSMUSG00000042680,381126
ENSMUSG00000102053,100042849
ENSMUSG00000100700,
ENSMUSG00000022155,223825
ENSMUSG00000101066,
ENSMUSG00000094658,19657
ENSMUSG00000119849,
ENSMUSG00000117590,
ENSMUSG00000119907,115488969
ENSMUSG00000117386,
ENSMUSG00000117729,
ENSMUSG00000024598,14119
ENSMUSG00000024855,107975
ENSMUSG00000095852,100042874
ENSMUSG00000116543,
ENSMUSG00000055341,431706
ENSMUSG00000083226,
ENSMUSG00000116836,
ENSMUSG00000022972,68001
ENSMUSG00000081471,
ENSMUSG00000076455,100316827
ENSMUSG00000077847,100124463
ENSMUSG00000114863,
ENSMUSG00000073247,100039550
ENSMUSG00000057842,218314
ENSMUSG00000100145,
ENSMUSG00000099405,
ENSMUSG00000091987,100042881
ENSMUSG00000098781,
ENSMUSG00000099728,
ENSMUSG00000101106,
ENSMUSG00000021366,110521
ENSMUSG00000101786,
ENSMUSG00000121285,102632557
ENSMUSG00000009575,12419
ENSMUSG00000022790,207683
ENSMUSG00000101444,
ENSMUSG00000121289,
ENSMUSG00000086757,
ENSMUSG00000095899,
ENSMUSG00000085000,
ENSMUSG00000073245,100039585
ENSMUSG00000100898,
ENSMUSG00000021367,13614
ENSMUSG00000121290,
ENSMUSG00000116573,
ENSMUSG00000079105,109828
ENSMUSG00002076331,
ENSMUSG00000116679,
ENSMUSG00000113619,
ENSMUSG00000116400,
ENSMUSG00000118928,115488724
ENSMUSG00000113000,
ENSMUSG00000068617,66793
ENSMUSG00000113367,
ENSMUSG00002076214,
ENSMUSG00000069307,665596
ENSMUSG00000065714,115488595
ENSMUSG00000080720,
ENSMUSG00000041849,239319
ENSMUSG00002076821,
ENSMUSG00000102129,
ENSMUSG00000042514,225266
ENSMUSG00002076406,
ENSMUSG00000118104,
ENSMUSG00000121291,
ENSMUSG00000024853,319322
ENSMUSG00000094248,665433
ENSMUSG00002075597,
ENSMUSG00000041841,67281
ENSMUSG00000041841,100502825
ENSMUSG00000069306,100041230
ENSMUSG00000031290,210297
ENSMUSG00000069305,319161
ENSMUSG00000100379,
ENSMUSG00000121292,
ENSMUSG00000024600,225579
ENSMUSG00000094777,319171
ENSMUSG00000077737,
ENSMUSG00000068706,
ENSMUSG00002076367,
ENSMUSG00000069303,665622
ENSMUSG00000050697,105787
ENSMUSG00000116317,
ENSMUSG00000069315,
ENSMUSG00000116213,
ENSMUSG00000080770,
ENSMUSG00000088148,100316716
ENSMUSG00002076138,
ENSMUSG00000080704,
ENSMUSG00000099685,
ENSMUSG00000077243,115486048
ENSMUSG00000024601,66307
ENSMUSG00000121293,
ENSMUSG00000116423,
ENSMUSG00000021662,110596
ENSMUSG00000022973,104015
ENSMUSG00000053441,240322
ENSMUSG00000022463,20788
ENSMUSG00000100559,108168596
ENSMUSG00000101326,
ENSMUSG00000121321,
ENSMUSG00000100322,
ENSMUSG00000121323,
ENSMUSG00000100165,
ENSMUSG00000121324,
ENSMUSG00000101177,
ENSMUSG00000121327,
ENSMUSG00000047658,545276
ENSMUSG00000100988,
ENSMUSG00000118009,
ENSMUSG00000121328,
ENSMUSG00000117807,
ENSMUSG00000024306,70950
ENSMUSG00000038498,225865
ENSMUSG00000101032,
ENSMUSG00000101202,
ENSMUSG00000099570,
ENSMUSG00000121332,75204
ENSMUSG00000024846,73720
ENSMUSG00000118610,
ENSMUSG00000101686,
ENSMUSG00000025081,83561
ENSMUSG00000121333,
ENSMUSG00000031226,67683
ENSMUSG00000101164,
ENSMUSG00000121334,
ENSMUSG00000118461,
ENSMUSG00000102088,
ENSMUSG00000099684,
ENSMUSG00000100312,
ENSMUSG00000121461,
ENSMUSG00000022369,105837
ENSMUSG00000091749,
ENSMUSG00000095365,74484
ENSMUSG00000095365,100861987
ENSMUSG00000102400,
ENSMUSG00000102520,
ENSMUSG00000102726,
ENSMUSG00000102739,665276
ENSMUSG00000102739,100039014
ENSMUSG00000094325,100039014
ENSMUSG00000094325,100040223
ENSMUSG00000031227,107528
ENSMUSG00000082245,
ENSMUSG00000103757,
ENSMUSG00000083889,
ENSMUSG00000085791,
ENSMUSG00000083744,
ENSMUSG00000103994,
ENSMUSG00000065499,723861
ENSMUSG00000065425,723929
ENSMUSG00000095267,20611
ENSMUSG00000095267,100042337
ENSMUSG00000082464,
ENSMUSG00000050875,225583
ENSMUSG00000084376,
ENSMUSG00000082275,
ENSMUSG00000031230,80903
ENSMUSG00000103917,
ENSMUSG00000103514,
ENSMUSG00000102150,
ENSMUSG00002076943,
ENSMUSG00000085279,
ENSMUSG00000103782,
ENSMUSG00000094885,18422
ENSMUSG00000104050,
ENSMUSG00000022674,70620
ENSMUSG00000102264,
ENSMUSG00000121531,
ENSMUSG00000094161,
ENSMUSG00000096819,
ENSMUSG00000095879,
ENSMUSG00000121532,
ENSMUSG00000104510,
ENSMUSG00000095520,100041550
ENSMUSG00000103602,
ENSMUSG00000102586,
ENSMUSG00000121533,
ENSMUSG00000094135,100861987
ENSMUSG00000104267,100039595
ENSMUSG00000104267,100040262
ENSMUSG00000103352,
ENSMUSG00000102335,
ENSMUSG00000103474,
ENSMUSG00000058152,78923
ENSMUSG00000103468,100039014
ENSMUSG00000103468,100862059
ENSMUSG00000037957,69641
ENSMUSG00000093903,100042337
ENSMUSG00000093903,100862075
ENSMUSG00000116386,
ENSMUSG00000116140,
ENSMUSG00000022673,17217
ENSMUSG00000103176,
ENSMUSG00000098287,102465182
ENSMUSG00002076257,
ENSMUSG00000118327,
ENSMUSG00000104522,
ENSMUSG00000117940,
ENSMUSG00000117999,
ENSMUSG00002075688,
ENSMUSG00000118538,
ENSMUSG00000102177,
ENSMUSG00000073555,240327
ENSMUSG00000031229,22589
ENSMUSG00000020591,18217
ENSMUSG00000085977,
ENSMUSG00000068606,225594
ENSMUSG00000102346,
ENSMUSG00000041923,319211
ENSMUSG00000102583,
ENSMUSG00000104048,
ENSMUSG00000104404,
ENSMUSG00000102799,
ENSMUSG00000103524,
ENSMUSG00000121535,
ENSMUSG00000121536,
ENSMUSG00000021244,56531
ENSMUSG00000121537,
ENSMUSG00000100564,
ENSMUSG00000101215,
ENSMUSG00000100206,
ENSMUSG00000100765,
ENSMUSG00000099831,
ENSMUSG00000101868,
ENSMUSG00000100914,
ENSMUSG00000121538,
ENSMUSG00000121539,
ENSMUSG00000121540,
ENSMUSG00000121541,
ENSMUSG00000101317,
ENSMUSG00000101244,
ENSMUSG00000101424,
ENSMUSG00000022974,67367
ENSMUSG00000100715,
ENSMUSG00000006720,193452
ENSMUSG00000099551,
ENSMUSG00000101531,
ENSMUSG00000100425,
ENSMUSG00000116226,
ENSMUSG00000065465,723897
ENSMUSG00000101005,100041346
ENSMUSG00000096883,435145
ENSMUSG00000101300,
ENSMUSG00000121543,
ENSMUSG00000060429,20649
ENSMUSG00000121544,
ENSMUSG00000121545,
ENSMUSG00000121546,
ENSMUSG00000121547,
ENSMUSG00000078917,
ENSMUSG00000121551,
ENSMUSG00000121552,
ENSMUSG00000081265,
ENSMUSG00000121553,
ENSMUSG00000016982,195236
ENSMUSG00000121554,
ENSMUSG00000100501,
ENSMUSG00000100083,
ENSMUSG00000006179,54373
ENSMUSG00000101991,
ENSMUSG00000077680,115486052
ENSMUSG00000100076,
ENSMUSG00000024604,66810
ENSMUSG00000115150,
ENSMUSG00000121557,
ENSMUSG00000115651,
ENSMUSG00000121556,
ENSMUSG00000101100,102635519
ENSMUSG00000115187,
ENSMUSG00000114969,
ENSMUSG00000022151,67515
ENSMUSG00000101744,
ENSMUSG00000099978,
ENSMUSG00000101150,
ENSMUSG00000099595,
ENSMUSG00000100073,
ENSMUSG00000100223,
ENSMUSG00000101782,
ENSMUSG00000101155,382301
ENSMUSG00000101155,100861691
ENSMUSG00000056458,26448
ENSMUSG00000043145,193453
ENSMUSG00000069302,319168
ENSMUSG00002076329,
ENSMUSG00000062727,319184
ENSMUSG00000060639,319158
ENSMUSG00000100295,
ENSMUSG00000100578,
ENSMUSG00000024302,13527
ENSMUSG00000101245,
ENSMUSG00000069301,319167
ENSMUSG00002075113,
ENSMUSG00000100456,
ENSMUSG00000069300,319183
ENSMUSG00000096122,434935
ENSMUSG00000096122,108168625
ENSMUSG00000096122,108168634
ENSMUSG00000096122,108168635
ENSMUSG00000096122,108168659
ENSMUSG00000096122,108168661
ENSMUSG00000096122,108168663
ENSMUSG00000096122,108168664
ENSMUSG00000114817,
ENSMUSG00000115064,
ENSMUSG00000083873,
ENSMUSG00000022367,15117
ENSMUSG00000082869,
ENSMUSG00000101943,
ENSMUSG00000084072,
ENSMUSG00002075366,
ENSMUSG00000100724,
ENSMUSG00000069299,252912
ENSMUSG00000099388,
ENSMUSG00000081334,
ENSMUSG00000101399,
ENSMUSG00000099611,252906
ENSMUSG00000101350,
ENSMUSG00000046434,15382
ENSMUSG00000081469,
ENSMUSG00000100614,
ENSMUSG00000042320,73422
ENSMUSG00000121558,
ENSMUSG00000121559,
ENSMUSG00000121560,
ENSMUSG00000121561,
ENSMUSG00000121562,
ENSMUSG00000121563,
ENSMUSG00000121564,
ENSMUSG00000121565,
ENSMUSG00000121566,
ENSMUSG00000121567,
ENSMUSG00000100278,
ENSMUSG00000114620,
ENSMUSG00000083167,
ENSMUSG00000094052,100861667
ENSMUSG00000094052,118567358
ENSMUSG00000089973,
ENSMUSG00000083319,
ENSMUSG00000099530,
ENSMUSG00000099948,
ENSMUSG00000085398,
ENSMUSG00000104442,619557
ENSMUSG00000095916,632534
ENSMUSG00000101440,
ENSMUSG00000039851,74387
ENSMUSG00000083348,
ENSMUSG00000099787,252907
ENSMUSG00000103871,
ENSMUSG00000104356,
ENSMUSG00002076520,
ENSMUSG00002075763,
ENSMUSG00000104472,
ENSMUSG00000046932,171259
ENSMUSG00000102935,
ENSMUSG00000103347,
ENSMUSG00000024844,23825
ENSMUSG00000113693,
ENSMUSG00000104407,
ENSMUSG00000021271,72805
ENSMUSG00000022708,56490
ENSMUSG00000069297,626299
ENSMUSG00000069296,171257
ENSMUSG00000103612,
ENSMUSG00000102580,
ENSMUSG00000084038,
ENSMUSG00000102273,
ENSMUSG00000102294,
ENSMUSG00000069295,100312484
ENSMUSG00000103190,
ENSMUSG00000024841,69860
ENSMUSG00000100231,
ENSMUSG00000082785,
ENSMUSG00000101469,
ENSMUSG00000054728,218194
ENSMUSG00000091498,
ENSMUSG00000095508,108168614
ENSMUSG00000112449,665155
ENSMUSG00000095606,100861839
ENSMUSG00000025082,240675
ENSMUSG00000094570,100042594
ENSMUSG00000100488,
ENSMUSG00000095867,100042428
ENSMUSG00000095867,108168609
ENSMUSG00000100784,
ENSMUSG00000084678,115489260
ENSMUSG00000079965,
ENSMUSG00000101044,
ENSMUSG00000084575,115489188
ENSMUSG00000099636,
ENSMUSG00000041353,382245
ENSMUSG00000094746,100042417
ENSMUSG00000094746,100861691
ENSMUSG00000100494,
ENSMUSG00000101118,
ENSMUSG00000100064,
ENSMUSG00000095793,100861691
ENSMUSG00000095793,108168545
ENSMUSG00000039942,19219
ENSMUSG00000100299,
ENSMUSG00000101127,
ENSMUSG00000096650,108168555
ENSMUSG00000102058,
ENSMUSG00000084024,
ENSMUSG00000082974,
ENSMUSG00000115493,
ENSMUSG00000031232,67075
ENSMUSG00000115748,
ENSMUSG00000100034,
ENSMUSG00000115172,100040067
ENSMUSG00000101713,
ENSMUSG00000114998,
ENSMUSG00000119342,115488582
ENSMUSG00000114992,
ENSMUSG00000099531,
ENSMUSG00000115116,
ENSMUSG00000094103,100101807
ENSMUSG00000115185,
ENSMUSG00002076871,
ENSMUSG00000039148,20227
ENSMUSG00000100008,
ENSMUSG00000115106,
ENSMUSG00000101134,
ENSMUSG00000115342,
ENSMUSG00000115093,
ENSMUSG00000100537,
ENSMUSG00000118903,115485980
ENSMUSG00000114160,
ENSMUSG00000022366,210463
ENSMUSG00000094660,108168579
ENSMUSG00000021276,67236
ENSMUSG00000101052,
ENSMUSG00000101160,
ENSMUSG00000099840,100862025
ENSMUSG00000100951,
ENSMUSG00000101068,
ENSMUSG00000101405,
ENSMUSG00000099633,
ENSMUSG00000100232,
ENSMUSG00000115226,
ENSMUSG00000115117,
ENSMUSG00000115629,
ENSMUSG00000058794,18022
ENSMUSG00000100485,100861691
ENSMUSG00000100485,108168558
ENSMUSG00000039330,78306
ENSMUSG00000101484,
ENSMUSG00000100587,
ENSMUSG00000099828,
ENSMUSG00000101158,100861691
ENSMUSG00000101158,108168547
ENSMUSG00000051133,
ENSMUSG00000024914,66556
ENSMUSG00000004789,78920
ENSMUSG00000101286,100861691
ENSMUSG00000101286,100861906
ENSMUSG00000114088,
ENSMUSG00000071757,387609
ENSMUSG00000024277,212307
ENSMUSG00000100316,
ENSMUSG00000069294,171278
ENSMUSG00000101284,
ENSMUSG00000100651,
ENSMUSG00000114499,
ENSMUSG00000089710,
ENSMUSG00000047807,
ENSMUSG00000031231,66142
ENSMUSG00000085276,
ENSMUSG00000022365,67819
ENSMUSG00000101933,100861691
ENSMUSG00000101933,108168509
ENSMUSG00000090135,
ENSMUSG00002075558,
ENSMUSG00000095125,171254
ENSMUSG00000081824,
ENSMUSG00000118809,115488732
ENSMUSG00000083827,
ENSMUSG00000102967,
ENSMUSG00000100647,
ENSMUSG00000114666,
ENSMUSG00000082570,
ENSMUSG00000025269,77622
ENSMUSG00000069292,171247
ENSMUSG00000055370,791329
ENSMUSG00000085499,626693
ENSMUSG00000060992,56447
ENSMUSG00000081080,
ENSMUSG00000099894,108168582
ENSMUSG00000076372,100124467
ENSMUSG00000071552,100043314
ENSMUSG00000101073,171246
ENSMUSG00000116565,
ENSMUSG00000100125,
ENSMUSG00000100915,
ENSMUSG00000022672,19090
ENSMUSG00000096769,108168594
ENSMUSG00000084924,171245
ENSMUSG00000081283,
ENSMUSG00000083940,
ENSMUSG00000094898,171255
ENSMUSG00000094616,108168527
ENSMUSG00000081717,
ENSMUSG00000047423,107242
ENSMUSG00000080697,
ENSMUSG00000081495,
ENSMUSG00000065560,724064
ENSMUSG00000094379,171258
ENSMUSG00000116308,
ENSMUSG00000100653,
ENSMUSG00000063234,80910
ENSMUSG00000069289,171270
ENSMUSG00002076078,
ENSMUSG00000094647,108168524
ENSMUSG00000094647,108168532
ENSMUSG00000094647,108168533
ENSMUSG00000094647,108168595
ENSMUSG00000117771,
ENSMUSG00000024912,14283
ENSMUSG00000000552,29813
ENSMUSG00000099646,
ENSMUSG00000099535,
ENSMUSG00000101285,
ENSMUSG00000087688,
ENSMUSG00000094637,632793
ENSMUSG00000094821,108168520
ENSMUSG00000094821,108168524
ENSMUSG00000094821,108168532
ENSMUSG00000094821,108168595
ENSMUSG00000100296,171251
ENSMUSG00000101578,171250
ENSMUSG00000081914,
ENSMUSG00000082178,
ENSMUSG00000095979,108168515
ENSMUSG00000095979,108168524
ENSMUSG00000095979,108168532
ENSMUSG00000095979,108168595
ENSMUSG00000084136,432735
ENSMUSG00000095098,240514
ENSMUSG00000082540,
ENSMUSG00000081531,
ENSMUSG00000080730,
ENSMUSG00000071493,171252
ENSMUSG00000025083,226250
ENSMUSG00000087643,
ENSMUSG00000101339,
ENSMUSG00000022364,210544
ENSMUSG00000071491,432736
ENSMUSG00000099731,
ENSMUSG00000061296,171269
ENSMUSG00000096902,108168524
ENSMUSG00000096902,108168530
ENSMUSG00000096902,108168532
ENSMUSG00000096902,108168595
ENSMUSG00000098607,102465185
ENSMUSG00000089290,115488981
ENSMUSG00000083297,
ENSMUSG00000117504,
ENSMUSG00000021368,67046
ENSMUSG00000115400,
ENSMUSG00000117405,
ENSMUSG00000115714,
ENSMUSG00000024276,69256
ENSMUSG00000089130,
ENSMUSG00000115052,
ENSMUSG00000119804,
ENSMUSG00000088538,115485955
ENSMUSG00000115598,
ENSMUSG00000079108,100101806
ENSMUSG00000101533,
ENSMUSG00000021938,66645
ENSMUSG00000102045,
ENSMUSG00000063281,22694
ENSMUSG00000100407,
ENSMUSG00000051469,59057
ENSMUSG00000095153,
ENSMUSG00000100946,
ENSMUSG00000101851,
ENSMUSG00000117500,
ENSMUSG00000025270,11656
ENSMUSG00000099541,108168551
ENSMUSG00000047989,225280
ENSMUSG00000113385,
ENSMUSG00000112368,
ENSMUSG00000036523,268527
ENSMUSG00000099573,
ENSMUSG00000102104,
